1_ortho;4_cgram;5_genre
accrochiez;VER;
accrochions;VER;
accrochons;VER;
accrochât;VER;
accrochèrent;VER;
accroché;VER;m
accroché;ADJ;m
accrochée;VER;f
accrochée;ADJ;f
accrochées;VER;f
accrochées;ADJ;f
accrochés;VER;m
accrochés;ADJ;m
accrocs;NOM;m
accroire;VER;
accrois;VER;
accroissaient;VER;
accroissait;VER;
accroissant;VER;
accroisse;VER;
accroissement;NOM;m
accroissent;VER;
accroissez;VER;
accros;ADJ;m
accros;NOM;m
accroupi;ADJ;m
accroupi;VER;m
accroupie;ADJ;f
accroupie;VER;f
accroupies;ADJ;f
accroupies;VER;f
accroupir;VER;
accroupirent;VER;
accroupis;ADJ;m
accroupis;VER;m
accroupissaient;VER;
accroupissais;VER;
accroupissait;VER;
accroupissant;VER;
accroupisse;VER;
accroupissement;NOM;m
accroupissent;VER;
accroupissons;VER;
accroupit;VER;
accroît;VER;
accroîtra;VER;
accroîtrait;VER;
accroître;VER;
accroîtront;VER;
accru;VER;m
accru;ADJ;m
accrue;VER;f
accrue;ADJ;f
accrue;NOM;f
accrues;VER;f
accrues;ADJ;f
accrurent;VER;
accrus;VER;m
accrus;ADJ;m
accrut;VER;
accrédita;VER;
accréditaient;VER;
accréditait;VER;
accréditant;VER;
accréditation;NOM;f
accréditations;NOM;f
accréditer;VER;
accréditif;NOM;m
accrédité;VER;m
accrédité;ADJ;m
accréditée;VER;f
accréditée;ADJ;f
accrédités;VER;m
accrédités;ADJ;m
accrédités;NOM;m
accrétion;NOM;f
accrût;VER;
accu;NOM;m
accueil;NOM;m
accueillaient;VER;
accueillais;VER;
accueillait;VER;
accueillant;ADJ;m
accueillant;VER;
accueillante;ADJ;f
accueillantes;ADJ;f
accueillants;ADJ;m
accueille;VER;
accueillent;VER;
accueillera;VER;
accueillerai;VER;
accueilleraient;VER;
accueillerait;VER;
accueilleras;VER;
accueillerez;VER;
accueilleriez;VER;
accueillerons;VER;
accueilleront;VER;
accueilles;VER;
accueillez;VER;
accueilli;VER;m
accueillie;VER;f
accueillies;VER;f
accueillir;VER;
accueillirent;VER;
accueillis;VER;m
accueillit;VER;
accueillons;VER;
accueillît;VER;
accueils;NOM;m
accula;VER;
acculaient;VER;
acculais;VER;
acculait;VER;
acculant;VER;
accule;VER;
acculent;VER;
acculer;VER;
acculera;VER;
acculeraient;VER;
acculez;VER;
acculturation;NOM;f
acculât;VER;
acculèrent;VER;
acculé;VER;m
acculé;ADJ;m
acculée;VER;f
acculées;VER;f
acculés;VER;m
acculés;ADJ;m
accumula;VER;
accumulai;VER;
accumulaient;VER;
accumulais;VER;
accumulait;VER;
accumulant;VER;
accumulateur;NOM;m
accumulateurs;NOM;m
accumulation;NOM;f
accumulations;NOM;f
accumule;VER;
accumulent;VER;
accumuler;VER;
accumulerez;VER;
accumulez;VER;
accumulèrent;VER;
accumulé;VER;m
accumulée;VER;f
accumulées;VER;f
accumulés;VER;m
accus;NOM;m
accusa;VER;
accusai;VER;
accusaient;VER;
accusais;VER;
accusait;VER;
accusant;VER;
accusateur;ADJ;m
accusateur;NOM;m
accusateurs;ADJ;m
accusateurs;NOM;m
accusatif;NOM;m
accusation;NOM;f
accusations;NOM;f
accusatoire;ADJ;
accusatrice;ADJ;f
accusatrices;NOM;f
accuse;VER;
accusent;VER;
accuser;VER;
accusera;VER;
accuseraient;VER;
accuserais;VER;
accuserait;VER;
accuserez;VER;
accuseriez;VER;
accuserions;VER;
accuserons;VER;
accuseront;VER;
accuses;VER;
accusez;VER;
accusiez;VER;
accusions;VER;
accusons;VER;
accusât;VER;
accusèrent;VER;
accusé;VER;m
accusé;ADJ;m
accusé;NOM;m
accusée;VER;f
accusée;ADJ;f
accusée;NOM;f
accusées;VER;f
accusées;ADJ;f
accusées;NOM;f
accusés;VER;m
accusés;ADJ;m
accusés;NOM;m
accède;VER;
accèdent;VER;
accèdes;VER;
accès;NOM;m
accéda;VER;
accédai;VER;
accédaient;VER;
accédais;VER;
accédait;VER;
accédant;VER;
accéder;VER;
accédera;VER;
accéderai;VER;
accéderaient;VER;
accéderais;VER;
accéderait;VER;
accéderas;VER;
accédez;VER;
accédons;VER;
accédâmes;VER;
accédé;VER;m
accélère;VER;
accélèrent;VER;
accélères;VER;
accéléra;VER;
accélérai;VER;
accéléraient;VER;
accélérais;VER;
accélérait;VER;
accélérant;ADJ;m
accélérant;VER;
accélérants;ADJ;m
accélérateur;ADJ;m
accélérateur;NOM;m
accélérateurs;ADJ;m
accélérateurs;NOM;m
accélération;NOM;f
accélérations;NOM;f
accélératrice;ADJ;f
accélérer;VER;
accélérera;VER;
accélérerait;VER;
accéléreras;VER;
accélérez;VER;
accélériez;VER;
accélérons;VER;
accélérèrent;VER;
accéléré;VER;m
accéléré;ADJ;m
accéléré;NOM;m
accélérée;VER;f
accélérées;VER;f
accélérés;VER;m
accélérés;ADJ;m
ace;NOM;m
acellulaire;ADJ;m
acerbe;ADJ;
acerbes;ADJ;f
acerbité;NOM;m
acetabulum;NOM;m
achalandage;NOM;m
achalandaient;VER;
achalandé;ADJ;m
achalandée;ADJ;f
achalandées;ADJ;f
achalandés;VER;m
achalandés;ADJ;m
achaler;VER;
achards;NOM;m
acharna;VER;
acharnai;VER;
acharnaient;VER;
acharnais;VER;
acharnait;VER;
acharnant;VER;
acharne;VER;
acharnement;NOM;m
acharnements;NOM;m
acharnent;VER;
acharner;VER;
acharnera;VER;
acharnerai;VER;
acharnerait;VER;
acharnes;VER;
acharnez;VER;
acharnèrent;VER;
acharné;VER;m
acharné;ADJ;m
acharnée;VER;f
acharnée;ADJ;f
acharnées;VER;f
acharnées;ADJ;f
acharnés;VER;m
acharnés;ADJ;m
achat;NOM;m
achats;NOM;m
ache;NOM;f
achemina;VER;
acheminai;VER;
acheminaient;VER;
acheminait;VER;
acheminant;VER;
achemine;VER;
acheminement;NOM;m
acheminent;VER;
acheminer;VER;
achemineront;VER;
acheminons;VER;
acheminâmes;VER;
acheminèrent;VER;
acheminé;VER;m
acheminée;VER;f
acheminées;VER;f
acheminés;VER;m
aches;NOM;f
acheta;VER;
achetable;ADJ;
achetai;VER;
achetaient;VER;
achetais;VER;
achetait;VER;
achetant;VER;
achetassent;VER;
acheter;VER;
acheteur;NOM;m
acheteurs;NOM;m
acheteuse;NOM;f
acheteuses;NOM;f
achetez;VER;
achetiez;VER;
achetions;VER;
achetons;VER;
achetâmes;VER;
achetât;VER;
achetèrent;VER;
acheté;VER;m
achetée;VER;f
achetées;VER;f
achetés;VER;m
acheva;VER;
achevai;VER;
achevaient;VER;
achevais;VER;
achevait;VER;
achevant;VER;
achever;VER;
achevez;VER;
acheviez;VER;
achevions;VER;
achevons;VER;
achevâmes;VER;
achevât;VER;
achevèrent;VER;
achevé;VER;m
achevé;ADJ;m
achevée;VER;f
achevée;ADJ;f
achevées;VER;f
achevées;ADJ;f
achevés;VER;m
achevés;ADJ;m
achillée;NOM;f
achondroplasie;NOM;f
achondroplasies;NOM;f
achoppa;VER;
achoppai;VER;
achoppaient;VER;
achoppais;VER;
achoppait;VER;
achoppe;VER;
achoppement;NOM;m
achopper;VER;
achoppé;VER;m
achoppée;VER;f
achète;VER;
achètent;VER;
achètera;VER;
achèterai;VER;
achèteraient;VER;
achèterais;VER;
achèterait;VER;
achèteras;VER;
achèterez;VER;
achèteriez;VER;
achèterions;VER;
achèterons;VER;
achèteront;VER;
achètes;VER;
achève;VER;
achèvement;NOM;m
achèvements;NOM;m
achèvent;VER;
achèvera;VER;
achèverai;VER;
achèveraient;VER;
achèverait;VER;
achèverez;VER;
achèverons;VER;
achèveront;VER;
achèves;VER;
achélème;NOM;m
achélèmes;NOM;m
acid jazz;NOM;m
acide;ADJ;
acide;NOM;m
acides;ADJ;
acides;NOM;m
acidité;NOM;f
acidités;NOM;f
acidocétose;NOM;f
acidose;NOM;f
acidulé;VER;m
acidulé;ADJ;m
acidulée;VER;f
acidulée;ADJ;f
acidulées;VER;f
acidulées;ADJ;f
acidulés;VER;m
acidulés;ADJ;m
acier;NOM;m
aciers;NOM;m
aciérie;NOM;f
aciéries;NOM;f
acmé;NOM;f
acné;NOM;f
acnéiques;ADJ;m
acnés;NOM;f
acolyte;NOM;m
acolytes;NOM;m
acompte;NOM;m
acomptes;NOM;m
aconiers;NOM;m
aconit;NOM;m
acoquina;VER;
acoquine;VER;
acoquiner;VER;
acoquiné;VER;m
acoquinée;VER;f
acoquinés;VER;m
acouphène;NOM;m
acoustique;ADJ;
acoustique;NOM;f
acoustiques;ADJ;
acoustiques;NOM;f
acqua-toffana;NOM;f
acquerra;VER;
acquerrai;VER;
acquerraient;VER;
acquerront;VER;
acquiers;VER;
acquiert;VER;
acquiesce;VER;
acquiescement;NOM;m
acquiescements;NOM;m
acquiescent;VER;
acquiescer;VER;
acquiesceront;VER;
acquiesces;VER;
acquiescèrent;VER;
acquiescé;VER;m
acquiesça;VER;
acquiesçai;VER;
acquiesçaient;VER;
acquiesçais;VER;
acquiesçait;VER;
acquiesçant;VER;
acquiesçons;VER;
acquirent;VER;
acquis;ADJ;m
acquis;NOM;m
acquis;VER;m
acquise;ADJ;f
acquise;VER;f
acquises;ADJ;f
acquises;VER;f
acquisition;NOM;f
acquisitions;NOM;f
acquit;NOM;m
acquit;VER;
acquits;NOM;m
acquitta;VER;
acquittai;VER;
acquittaient;VER;
acquittais;VER;
acquittait;VER;
acquittant;VER;
acquitte;VER;
acquittement;NOM;m
acquittent;VER;
acquitter;VER;
acquittera;VER;
acquitterai;VER;
acquitterais;VER;
acquitterait;VER;
acquitterez;VER;
acquittes;VER;
acquittez;VER;
acquittions;VER;
acquittât;VER;
acquitté;VER;m
acquitté;ADJ;m
acquitté;NOM;m
acquittée;VER;f
acquittée;ADJ;f
acquittés;VER;m
acquittés;ADJ;m
acquittés;NOM;m
acquière;VER;
acquièrent;VER;
acquéraient;VER;
acquérais;VER;
acquérait;VER;
acquérant;VER;
acquéreur;NOM;m
acquéreurs;NOM;m
acquérions;VER;
acquérir;VER;
acquérons;VER;
acquêt;NOM;m
acquêts;NOM;m
acra;NOM;m
acre;NOM;f
acres;NOM;f
acrimonie;NOM;f
acrimonieuse;ADJ;f
acrimonieusement;ADV;
acrimonieuses;ADJ;f
acrimonieux;ADJ;m
acrobate;NOM;
acrobates;NOM;
acrobatie;NOM;f
acrobaties;NOM;f
acrobatique;ADJ;
acrobatiquement;ADV;
acrobatiques;ADJ;
acrocéphale;ADJ;
acromion;NOM;m
acronyme;NOM;m
acrophobie;NOM;f
acropole;NOM;f
acrostiche;NOM;m
acrotère;NOM;m
acrylique;ADJ;
acrylique;NOM;m
acryliques;ADJ;
acryliques;NOM;m
acrylonitrile;NOM;m
acré;ONO;
acta;VER;
acte;NOM;m
actes;NOM;m
acteur;NOM;m
acteurs;NOM;m
actif;ADJ;m
actif;NOM;m
actifs;ADJ;m
actifs;NOM;m
actine;NOM;f
actinies;NOM;f
action;NOM;f
action painting;NOM;f
actionna;VER;
actionnai;VER;
actionnaient;VER;
actionnaire;NOM;
actionnaires;NOM;
actionnais;VER;
actionnait;VER;
actionnant;VER;
actionnariat;NOM;m
actionne;VER;
actionnement;NOM;m
actionnent;VER;
actionner;VER;
actionneront;VER;
actionneur;NOM;m
actionnez;VER;
actionnât;VER;
actionné;VER;m
actionnée;VER;f
actionnées;VER;f
actionnés;VER;m
actions;NOM;f
actions;VER;
activa;VER;
activai;VER;
activaient;VER;
activait;VER;
activant;ADJ;m
activant;VER;
activateur;NOM;m
activation;NOM;f
activations;NOM;f
active;ADJ;f
active;VER;
activement;ADV;
activent;VER;
activer;VER;
activera;VER;
activerai;VER;
activerait;VER;
activeras;VER;
actives;ADJ;f
actives;VER;
activez;VER;
activisme;NOM;m
activiste;ADJ;
activiste;NOM;
activistes;ADJ;m
activistes;NOM;
activité;NOM;f
activités;NOM;f
activons;VER;
activèrent;VER;
activé;VER;m
activé;ADJ;m
activée;VER;f
activée;ADJ;f
activées;VER;f
activées;ADJ;f
activés;VER;m
activés;ADJ;m
actrice;NOM;f
actrices;NOM;f
actuaire;NOM;
actualisation;NOM;f
actualise;VER;
actualiser;VER;
actualisez;VER;
actualisé;VER;m
actualisée;VER;f
actualisées;VER;f
actualité;NOM;f
actualités;NOM;f
actuariel;ADJ;m
actuation;NOM;f
actuel;ADJ;m
actuelle;ADJ;f
actuellement;ADV;
actuelles;ADJ;f
actuels;ADJ;m
acuité;NOM;f
acumen;NOM;m
acuponcteur;NOM;m
acuponcture;NOM;f
acupuncteur;NOM;m
acupuncture;NOM;f
acéphale;ADJ;
acéphale;NOM;m
acéphales;NOM;m
acéré;VER;m
acéré;ADJ;m
acérée;ADJ;f
acérées;VER;f
acérées;ADJ;f
acérés;VER;m
acérés;ADJ;m
acétate;NOM;m
acétique;ADJ;m
acétone;NOM;f
acétylcholine;NOM;f
acétylsalicylique;ADJ;m
acétylène;NOM;m
ad hoc;ADJ;
ad infinitum;ADV;
ad libitum;ADV;
ad limina;ADV;
ad majorem dei gloriam;ADV;
ad nutum;ADV;
ad patres;ADV;
ad vitam aeternam;ADV;
ada;NOM;m
adage;NOM;m
adages;NOM;m
adagio;ADV;
adagio;NOM;m
adamantin;ADJ;m
adamantine;ADJ;f
adamique;ADJ;m
adapta;VER;
adaptabilité;NOM;f
adaptable;ADJ;
adaptables;ADJ;m
adaptai;VER;
adaptaient;VER;
adaptais;VER;
adaptait;VER;
adaptant;VER;
adaptateur;NOM;m
adaptateurs;NOM;m
adaptatif;ADJ;m
adaptatifs;ADJ;m
adaptation;NOM;f
adaptations;NOM;f
adapte;VER;
adaptent;VER;
adapter;VER;
adaptera;VER;
adapterai;VER;
adapterais;VER;
adapterait;VER;
adapteras;VER;
adapterez;VER;
adapterons;VER;
adapteront;VER;
adaptes;VER;
adaptez;VER;
adaptât;VER;
adaptèrent;VER;
adapté;VER;m
adaptée;VER;f
adaptées;VER;f
adaptés;VER;m
addenda;NOM;m
addendum;NOM;m
addiction;NOM;f
additif;ADJ;m
additif;NOM;m
additifs;ADJ;m
additifs;NOM;m
addition;NOM;f
additionnaient;VER;
additionnais;VER;
additionnait;VER;
additionnant;VER;
additionne;VER;
additionnel;ADJ;m
additionnelle;ADJ;f
additionnelles;ADJ;f
additionnels;ADJ;m
additionnent;VER;
additionner;VER;
additionneraient;VER;
additionnerait;VER;
additionnez;VER;
additionné;VER;m
additionnée;VER;f
additionnées;VER;f
additionnés;VER;m
additions;NOM;f
adducteur;NOM;m
adducteurs;NOM;m
adduction;NOM;f
adent;NOM;m
adepte;NOM;
adeptes;NOM;
adhère;VER;
adhèrent;VER;
adhéra;VER;
adhéraient;VER;
adhérais;VER;
adhérait;VER;
adhérant;VER;
adhérence;NOM;f
adhérences;NOM;f
adhérent;ADJ;m
adhérent;NOM;m
adhérente;ADJ;f
adhérentes;ADJ;f
adhérents;ADJ;m
adhérents;NOM;m
adhérer;VER;
adhérez;VER;
adhéré;VER;m
adhésif;ADJ;m
adhésif;NOM;m
adhésifs;ADJ;m
adhésifs;NOM;m
adhésion;NOM;f
adhésions;NOM;f
adhésive;ADJ;f
adhésives;ADJ;f
adieu;NOM;m
adieu;ONO;
adieux;NOM;m
adipeuse;ADJ;f
adipeuses;ADJ;f
adipeux;ADJ;m
adipique;ADJ;m
adiposité;NOM;f
adira;VER;
adja;NOM;m
adjacent;ADJ;m
adjacente;ADJ;f
adjacentes;ADJ;f
adjacents;ADJ;m
adjas;NOM;m
adjectif;ADJ;m
adjectif;NOM;m
adjectifs;NOM;m
adjective;ADJ;f
adjoignait;VER;
adjoignant;VER;
adjoigne;VER;
adjoignit;VER;
adjoignît;VER;
adjoindra;VER;
adjoindre;VER;
adjoindront;VER;
adjoins;VER;
adjoint;VER;m
adjoint;ADJ;m
adjoint;NOM;m
adjointe;VER;f
adjointe;ADJ;f
adjointe;NOM;f
adjointes;NOM;f
adjoints;VER;m
adjoints;ADJ;m
adjoints;NOM;m
adjonction;NOM;f
adjudant;NOM;m
adjudant-chef;NOM;m
adjudant-major;NOM;m
adjudants;NOM;m
adjudants-chefs;NOM;m
adjudication;NOM;f
adjudications;NOM;f
adjuge;VER;
adjugeait;VER;
adjugeant;VER;
adjuger;VER;
adjugez;VER;
adjugé;VER;m
adjugée;VER;f
adjugés;VER;m
adjupète;NOM;m
adjupètes;NOM;m
adjura;VER;
adjurai;VER;
adjuraient;VER;
adjurais;VER;
adjurait;VER;
adjurant;VER;
adjuration;NOM;f
adjurations;NOM;f
adjure;VER;
adjurer;VER;
adjurerai;VER;
adjurerait;VER;
adjuré;VER;m
adjutrice;NOM;f
adjuvants;ADJ;m
adjuvants;NOM;m
admet;VER;
admets;VER;
admettaient;VER;
admettais;VER;
admettait;VER;
admettant;VER;
admette;VER;
admettent;VER;
admettes;VER;
admettez;VER;
admettiez;VER;
admettions;VER;
admettons;VER;
admettra;VER;
admettrai;VER;
admettraient;VER;
admettrais;VER;
admettrait;VER;
admettras;VER;
admettre;VER;
admettrez;VER;
admettriez;VER;
admettrons;VER;
admettront;VER;
administra;VER;
administrai;VER;
administraient;VER;
administrais;VER;
administrait;VER;
administrant;ADJ;m
administrant;VER;
administrateur;NOM;m
administrateurs;NOM;m
administratif;ADJ;m
administratif;NOM;m
administratifs;ADJ;m
administratifs;NOM;m
administration;NOM;f
administrations;NOM;f
administrative;ADJ;f
administrative;NOM;f
administrativement;ADV;
administratives;ADJ;f
administratrice;NOM;f
administre;VER;
administrent;VER;
administrer;VER;
administrera;VER;
administrerai;VER;
administrerons;VER;
administres;VER;
administrez;VER;
administrât;VER;
administré;VER;m
administré;ADJ;m
administré;NOM;m
administrée;VER;f
administrée;ADJ;f
administrée;NOM;f
administrées;VER;f
administrées;ADJ;f
administrées;NOM;f
administrés;VER;m
administrés;NOM;m
admira;VER;
admirable;ADJ;
admirablement;ADV;
admirables;ADJ;
admirai;VER;
admiraient;VER;
admirais;VER;
admirait;VER;
admirant;VER;
admirateur;ADJ;m
admirateur;NOM;m
admirateurs;ADJ;m
admirateurs;NOM;m
admiratif;ADJ;m
admiratifs;ADJ;m
admiration;NOM;f
admirations;NOM;f
admirative;ADJ;f
admirativement;ADV;
admiratives;ADJ;f
admiratrice;ADJ;f
admiratrice;NOM;f
admiratrices;NOM;f
admire;VER;
admirent;VER;
admirent;VER;
admirer;VER;
admirera;VER;
admirerai;VER;
admirerais;VER;
admirerait;VER;
admirerez;VER;
admireront;VER;
admires;VER;
admirez;VER;
admiriez;VER;
admirions;VER;
admirons;VER;
admirâmes;VER;
admirèrent;VER;
admiré;VER;m
admirée;VER;f
admirées;VER;f
admirés;VER;m
admis;VER;m
admis;ADJ;m
admis;NOM;m
admise;VER;f
admise;ADJ;f
admises;VER;f
admises;ADJ;f
admissibilité;NOM;f
admissible;ADJ;m
admissible;NOM;
admissibles;ADJ;f
admissibles;NOM;
admission;NOM;f
admissions;NOM;f
admit;VER;
admixtion;NOM;f
admonesta;VER;
admonestait;VER;
admonestation;NOM;f
admonestations;NOM;f
admoneste;VER;
admonester;VER;
admonestât;VER;
admonesté;VER;m
admonestés;VER;m
admonition;NOM;f
admonitions;NOM;f
admît;VER;
ado;NOM;
adobe;NOM;m
adolescence;NOM;f
adolescences;NOM;f
adolescent;ADJ;m
adolescent;NOM;m
adolescente;ADJ;f
adolescente;NOM;f
adolescentes;ADJ;f
adolescentes;NOM;f
adolescents;ADJ;m
adolescents;NOM;m
adon;NOM;m
adonc;ADV;
adoncques;ADV;
adonies;NOM;f
adonis;NOM;m
adonisant;VER;
adonna;VER;
adonnai;VER;
adonnaient;VER;
adonnais;VER;
adonnait;VER;
adonnant;VER;
adonne;VER;
adonnent;VER;
adonner;VER;
adonnerait;VER;
adonnez;VER;
adonnions;VER;
adonné;VER;m
adonnée;VER;f
adonnées;VER;f
adonnés;VER;m
adopta;VER;
adoptable;ADJ;f
adoptai;VER;
adoptaient;VER;
adoptais;VER;
adoptait;VER;
adoptant;ADJ;m
adoptant;NOM;m
adoptant;VER;
adopte;VER;
adoptent;VER;
adopter;VER;
adoptera;VER;
adopterai;VER;
adopteraient;VER;
adopterait;VER;
adopterez;VER;
adopterons;VER;
adopteront;VER;
adoptez;VER;
adoptif;ADJ;m
adoptifs;ADJ;m
adoption;NOM;f
adoptions;NOM;f
adoptions;VER;
adoptive;ADJ;f
adoptives;ADJ;f
adoptons;VER;
adoptât;VER;
adoptèrent;VER;
adopté;VER;m
adopté;ADJ;m
adopté;NOM;m
adoptée;VER;f
adoptée;ADJ;f
adoptée;NOM;f
adoptées;VER;f
adoptées;ADJ;f
adoptées;NOM;f
adoptés;VER;m
adoptés;ADJ;m
adoptés;NOM;m
adora;VER;
adorable;ADJ;
adorablement;ADV;
adorables;ADJ;
adorai;VER;
adoraient;VER;
adorais;VER;
adorait;VER;
adorant;ADJ;m
adorant;VER;
adorante;ADJ;f
adorants;ADJ;m
adorateur;NOM;m
adorateurs;NOM;m
adoration;NOM;f
adorations;NOM;f
adoratrice;NOM;f
adoratrices;NOM;f
adore;VER;
adorent;VER;
adorer;VER;
adorera;VER;
adorerai;VER;
adoreraient;VER;
adorerais;VER;
adorerait;VER;
adoreras;VER;
adorerez;VER;
adoreriez;VER;
adorerions;VER;
adorerons;VER;
adoreront;VER;
adores;VER;
adorez;VER;
adoriez;VER;
adorions;VER;
adornaient;VER;
adornait;VER;
adorne;VER;
adorné;VER;m
adorons;VER;
adorèrent;VER;
adoré;VER;m
adorée;VER;f
adorées;VER;f
adorés;VER;m
ados;NOM;m
adossa;VER;
adossai;VER;
adossaient;VER;
adossais;VER;
adossait;VER;
adossant;VER;
adosse;VER;
adossent;VER;
adosser;VER;
adossez;VER;
adossèrent;VER;
adossé;VER;m
adossé;ADJ;m
adossée;VER;f
adossée;ADJ;f
adossées;VER;f
adossés;VER;m
adossés;ADJ;m
adouba;VER;
adoubement;NOM;m
adouber;VER;
adoubé;VER;m
adouci;ADJ;m
adouci;VER;m
adoucie;VER;f
adoucies;VER;f
adoucir;VER;
adoucira;VER;
adoucirait;VER;
adoucirent;VER;
adoucis;ADJ;m
adoucis;VER;m
adoucissaient;VER;
adoucissait;VER;
adoucissant;VER;
adoucissant;ADJ;m
adoucissant;NOM;m
adoucissantes;ADJ;f
adoucisse;VER;
adoucissement;NOM;m
adoucissements;NOM;m
adoucissent;VER;
adoucisseur;NOM;m
adoucisseurs;NOM;m
adoucissez;VER;
adoucit;VER;
adoucît;VER;
adp;NOM;m
adragante;ADJ;f
adressa;VER;
adressage;NOM;m
adressai;VER;
adressaient;VER;
adressais;VER;
adressait;VER;
adressant;VER;
adressassent;VER;
adresse;NOM;f
adresse;VER;
adressent;VER;
adresser;VER;
adressera;VER;
adresserai;VER;
adresseraient;VER;
adresserais;VER;
adresserait;VER;
adresseras;VER;
adresserez;VER;
adresserons;VER;
adresseront;VER;
adresses;NOM;f
adresses;VER;
adressez;VER;
adressiez;VER;
adressions;VER;
adressons;VER;
adressâmes;VER;
adressât;VER;
adressèrent;VER;
adressé;VER;m
adressée;VER;f
adressées;VER;f
adressés;VER;m
adret;NOM;m
adriatique;ADJ;
adriatiques;ADJ;
adroit;ADJ;m
adroite;ADJ;f
adroitement;ADV;
adroites;ADJ;f
adroits;ADJ;m
adrénaline;NOM;f
adrénalines;NOM;f
adulaient;VER;
adulais;VER;
adulait;VER;
adulateur;ADJ;m
adulateur;NOM;m
adulation;NOM;f
adulations;NOM;f
adulent;VER;
aduler;VER;
adultat;NOM;m
adulte;ADJ;
adulte;NOM;
adultes;ADJ;
adultes;NOM;
adultère;ADJ;
adultère;NOM;m
adultères;ADJ;
adultères;NOM;m
adultéraient;VER;
adultération;NOM;f
adultérin;ADJ;m
adultérine;ADJ;f
adultérins;ADJ;m
adultéré;VER;m
adultérées;VER;f
adulé;VER;m
adulée;VER;f
adulés;VER;m
advenait;VER;
advenir;VER;
adventices;ADJ;m
adventiste;ADJ;f
adventiste;NOM;
advenu;VER;m
advenue;VER;f
advenue;ADJ;f
advenues;VER;f
adverbe;NOM;m
adverbes;NOM;m
adversaire;NOM;
adversaires;NOM;
adverse;ADJ;
adverses;ADJ;
adversité;NOM;f
adversités;NOM;f
adviendra;VER;
adviendrait;VER;
advienne;VER;
adviennent;VER;
advient;VER;
advint;VER;
advînt;VER;
adénine;NOM;f
adénocarcinome;NOM;m
adénome;NOM;m
adénopathie;NOM;f
adénosine;NOM;f
adénovirus;NOM;m
adéquat;ADJ;m
adéquate;ADJ;f
adéquatement;ADV;
adéquates;ADJ;f
adéquation;NOM;f
adéquats;ADJ;m
aegipans;NOM;m
affabilité;NOM;f
affabilités;NOM;f
affable;ADJ;
affablement;ADV;
affables;ADJ;
affabulation;NOM;f
affabulations;NOM;f
affabulatrice;NOM;f
affabule;VER;
affabuler;VER;
affabules;VER;
affabulé;VER;m
affacturage;NOM;m
affadi;VER;m
affadie;VER;f
affadies;VER;f
affadir;VER;
affadis;VER;m
affadissaient;VER;
affadissait;VER;
affadissant;VER;
affadisse;VER;
affadissement;NOM;m
affadit;VER;
affaibli;ADJ;m
